input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
construction company in alabama,https://www.google.com/maps?cid=3608841896636931519,Rabren General Contractors,Construction company,"306 Persimmon Dr, Auburn, AL 36832",null,null,www.rabren.com/,(334) 826-6143,,0,3.500000,null,32.534164,-85.523166,3608841896636931519,,,https://search.google.com/local/reviews?placeid=ChIJQTS65rL2jIgRv12Xo5UuFTI&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,info@rabren.com
construction company in alabama,https://www.google.com/maps?cid=14211657031808893244,"Twin Construction, Inc.",Home builder,"2907 Central Ave STE 105, Homewood, AL 35209",null,null,www.twincompanies.com/,(205) 802-3920,,0,4.700000,null,33.478375,-86.795339,14211657031808893244,,,https://search.google.com/local/reviews?placeid=ChIJc0OjSGQZiYgRPMGmGsbyOcU&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=1257720834749111150,Consolidated Construction Company,General contractor,"909 NW Oakwood Ave Suite A, Huntsville, AL 35811",null,null,www.consolidatedconstruction.com/,(256) 534-2356,,0,4.700000,null,34.749157,-86.595335,1257720834749111150,,,https://search.google.com/local/reviews?placeid=ChIJ4XU1vEJrYogRbhvUfW9SdBE&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G9T-NAosmtrc68qoynP4pg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=180.63254&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=8531963456954405831,Grayson Construction LLC,Construction company,"1945 Patton Chapel Rd, Hoover, AL 35226",null,null,www.graysonconstructionllc.com/,(205) 423-0256,,0,4.900000,null,33.390782,-86.807931,8531963456954405831,,,https://search.google.com/local/reviews?placeid=ChIJ0_FS34sQiYgRx5NhUI-fZ3Y&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=13099253017103250448,Cherokee Construction Company of Alabama Inc.,General contractor,"636 W Carroll St, Dothan, AL 36301",null,null,www.cherokeeconstructionofal.com/,(334) 792-9877,,0,5.000000,null,31.199645,-85.407036,13099253017103250448,,,https://search.google.com/local/reviews?placeid=ChIJX7znS8OSkogREDRnWzflybU&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UTh25XsNTMyTrKGROwcNvg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=2.7013237&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,scott@cherokeeconstructionofal.com
construction company in alabama,https://www.google.com/maps?cid=806728260881904547,Sweet Homes Alabama Construction,Custom home builder,"4177 AL-27, Enterprise, AL 36330",null,null,www.sweethomesalabamaconstruction.com/,(334) 447-0434,,0,4.900000,null,31.250648,-85.891200,806728260881904547,,,https://search.google.com/local/reviews?placeid=ChIJ-2ve9lBtkogRo3MiPBQTMgs&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,sweethomesalabamaconstruction@gmail.com
construction company in alabama,https://www.google.com/maps?cid=9782687703241452923,Rhodes Construction,Construction company,"1205 Slaughter Rd, Madison, AL 35758",null,null,rhodesconstruction.biz/,(256) 464-3736,,0,5.000000,null,34.731962,-86.707283,9782687703241452923,,,https://search.google.com/local/reviews?placeid=ChIJ3QByAHtlYogRe-1JnKIWw4c&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=13099253017103250448,Cherokee Construction Company of Alabama Inc.,General contractor,"636 W Carroll St, Dothan, AL 36301",null,null,www.cherokeeconstructionofal.com/,(334) 792-9877,,0,5.000000,null,31.199645,-85.407036,13099253017103250448,,,https://search.google.com/local/reviews?placeid=ChIJX7znS8OSkogREDRnWzflybU&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UTh25XsNTMyTrKGROwcNvg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=2.7013237&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,scott@cherokeeconstructionofal.com
construction company in alabama,https://www.google.com/maps?cid=806728260881904547,Sweet Homes Alabama Construction,Custom home builder,"4177 AL-27, Enterprise, AL 36330",null,null,www.sweethomesalabamaconstruction.com/,(334) 447-0434,,0,4.900000,null,31.250648,-85.891200,806728260881904547,,,https://search.google.com/local/reviews?placeid=ChIJ-2ve9lBtkogRo3MiPBQTMgs&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,sweethomesalabamaconstruction@gmail.com
construction company in alabama,https://www.google.com/maps?cid=2841265902496036908,North Alabama Construction Specialists LLC,Custom home builder,"2418 Scottsboro Hwy, Guntersville, AL 35976",null,null,www.nacsllc.org/,(256) 571-4976,,0,4.600000,null,34.454766,-86.235563,2841265902496036908,,,https://search.google.com/local/reviews?placeid=ChIJp9AUqon_iYgRLLi03kg0bic&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=924463982464920458,"Coastal Alabama Construction and Development, LLC",Construction company,"3645 Gulf Shores Pkwy Suite 109, Gulf Shores, AL 36542",null,null,cacdllc.com/,(251) 223-0041,,0,5.000000,null,30.296501,-87.683762,924463982464920458,,,https://search.google.com/local/reviews?placeid=ChIJAQCQQTkFmogRiut2Ehhb1Aw&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rS4U4iCeTKIysq1SbZPJ_g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=295.04&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,matt@cacdllc.com
construction company in alabama,https://www.google.com/maps?cid=5403703569148939515,Alabama AGC,Construction company,"5000 Grantswood Rd #100, Irondale, AL 35210",null,null,www.alagc.org/,(205) 451-1400,,0,4.800000,null,33.529704,-86.657009,5403703569148939515,,,https://search.google.com/local/reviews?placeid=ChIJm0EvbCsSiYgR-wyiHsTP_Uo&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,admin@alagc.org
construction company in alabama,https://www.google.com/maps?cid=14383367033956742545,T&C Construction,Custom home builder,"508 Mineral Trace Suite 202, Hoover, AL 35244",null,null,www.tandcconstructionus.com/,,,0,5.000000,null,33.336248,-86.851894,14383367033956742545,,,https://search.google.com/local/reviews?placeid=ChIJRQAbJzMjiYgRkTUObRz8m8c&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,apps@dotedison.com
construction company in alabama,https://www.google.com/maps?cid=2918745589973840587,"Cooper Construction (Jim Cooper Construction Company, Inc.)",General contractor,"5004 5th Ave S, Birmingham, AL 35212",null,null,cooperconstruction.com/,(205) 871-0304,,0,4.000000,null,33.531476,-86.757608,2918745589973840587,,,https://search.google.com/local/reviews?placeid=ChIJKxHJE4oaiYgRy_IgYKZ3gSg&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1N2v7exjllEOrcdQv1zCKQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=15.082802&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,info@cooperconstruction.com
construction company in alabama,https://www.google.com/maps?cid=9926287994401828294,"M. J. Harris Construction Services, LLC",Construction company,"1 River Chase Ridge, Birmingham, AL 35244",null,null,www.mjharris.com/,(205) 380-6800,,0,3.700000,null,33.354438,-86.785303,9926287994401828294,,,https://search.google.com/local/reviews?placeid=ChIJWQAgflMiiYgRxq2L1FZCwYk&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=2702151546974160870,DuBose Construction Company,General contractor,"11070 US-80, Montgomery, AL 36117",null,null,,(334) 215-1977,,0,4.000000,null,32.366750,-86.051133,2702151546974160870,,,https://search.google.com/local/reviews?placeid=ChIJD-HizMAtjIgR5seq7oP4fyU&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=5106256248189287578,Dunn Building Company,Construction company,"3901 Messer Airport Hwy, Birmingham, AL 35222",null,null,www.dunnbuildingcompany.com/,(205) 510-0300,,0,3.800000,null,33.528923,-86.779292,5106256248189287578,,,https://search.google.com/local/reviews?placeid=ChIJ96AFCVUaiYgRmvxw7QAR3UY&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=1571987594921574421,Lovelady Construction,Construction company,"200 Co Rd 4, Calera, AL 35040",null,null,www.loveladyconstruction.com/,(205) 283-4897,,0,5.000000,null,33.072879,-86.750396,1571987594921574421,,,https://search.google.com/local/reviews?placeid=ChIJDfJF83otiYgRFQCfimPS0BU&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,loveladylester@yahoo.com
construction company in alabama,https://www.google.com/maps?cid=3914160454271945966,B&B,Construction company,"6924 Oporto Madrid Blvd, Birmingham, AL 35206",null,null,buildingballard.com/,(205) 915-3535,,0,4.900000,null,33.547361,-86.720895,3914160454271945966,,,https://search.google.com/local/reviews?placeid=ChIJwwl4v0UiiYgR7szC7jHkUTY&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=7367470044184280621,Hoar Construction - Corporate Office,Construction company,"2 Metroplex Dr #400, Birmingham, AL 35209",null,null,www.hoar.com/,(205) 803-2121,,0,3.500000,null,33.466167,-86.772223,7367470044184280621,,,https://search.google.com/local/reviews?placeid=ChIJd30Me5cZiYgRLX7vfPiCPmY&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VCka3l9ELBHYo26aGxKfHA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=85.27661&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=442719300506798216,Hoover General Contractors LLC,General contractor,"103 Yeager Ct NW, Huntsville, AL 35806",null,null,www.hoovergc.com/,(256) 539-1944,,0,4.800000,null,34.781635,-86.665648,442719300506798216,,,https://search.google.com/local/reviews?placeid=ChIJBQFHH0hrYogRiMjqsdvaJAY&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,"info@hoovergc.com, service@hoovergc.com"
construction company in alabama,https://www.google.com/maps?cid=15119000636167104285,Summerville Construction Company,Construction company,"91 Co Hwy 59, Faunsdale, AL 36738",null,null,www.summco.com/,(334) 546-2735,,0,5.000000,null,32.395867,-87.613854,15119000636167104285,,,https://search.google.com/local/reviews?placeid=ChIJT6x6zGSBhYgRHSelhfl60dE&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=7550350411311163330,"R&B Construction, LLC",Construction company,"4620 Appleton Rd, Brewton, AL 36426",null,null,www.facebook.com/RBConstructionLlc,(251) 867-6177,,0,4.700000,null,31.167604,-87.086134,7550350411311163330,,,https://search.google.com/local/reviews?placeid=ChIJnyP3x0ZGkIgRwiftE7I7yGg&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZQP8pfmkXqg9Hv8rEW7BSg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=81.38643&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
construction company in alabama,https://www.google.com/maps?cid=10131766995373463603,Cornerstone Construction,Home builder,"6760 Co Rd 41, Arley, AL 35541",null,null,webuildsmithlake.com/,(205) 384-9990,,0,4.700000,null,34.079757,-87.212182,10131766995373463603,,,https://search.google.com/local/reviews?placeid=ChIJze1QzhVhiIgRMxhD4mZEm4w&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,info@webuildsmithlake.com
construction company in alabama,https://www.google.com/maps?cid=1259938156698741015,"RB Custom Construction, LLC",Contractor,,null,null,www.rbcustomhsv.com/,(256) 426-8440,,0,5.000000,null,46.423669,-129.942709,1259938156698741015,,,https://search.google.com/local/reviews?placeid=ChIJz5_09o0RYogRFyn9_BMzfBE&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,rbcustomhsv@gmail.com
construction company in alabama,https://www.google.com/maps?cid=17688737959275837253,"Keeton General Contractors, Inc.",General contractor,"1019 18th St S, Birmingham, AL 35205",null,null,keetongc.com/?utm_source=gmb&utm_medium=organic,(205) 939-3223,,0,4.500000,null,33.500143,-86.799477,17688737959275837253,,,https://search.google.com/local/reviews?placeid=ChIJaXhN_cIbiYgRRbeae3QFe_U&authuser=0&hl=en&gl=US,,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,info@keetongc.com
construction company in alabama,https://www.google.com/maps?cid=3158361745885112878,Maxus Construction Co,Construction company,"700 Southgate Dr # B, Pelham, AL 35124",null,null,www.maxusconstruction.com/,(205) 733-1214,,0,4.600000,null,33.336811,-86.788589,3158361745885112878,,,https://search.google.com/local/reviews?placeid=ChIJRbOuWqQjiYgRLiqqL0bB1Cs&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SgpOFXHlzdwvtrTWPKzFag&cb_client=search.gws-prod.gps&w=80&h=92&yaw=337.30862&pitch=0&thumbfov=100,,,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
